dimension,characteristics_code,group,year,cat_id,cat_label,major,dollars,totalexp,share
tenure,01,All consumer units,1984,05,Owned dwellings: property taxes,Housing,421,21975,1.9158134243458476
tenure,01,All consumer units,1985,05,Owned dwellings: property taxes,Housing,438,23490,1.8646232439335888
tenure,01,All consumer units,1986,05,Owned dwellings: property taxes,Housing,418,23866,1.751445571105338
tenure,01,All consumer units,1987,05,Owned dwellings: property taxes,Housing,464,24414,1.9005488654050955
tenure,01,All consumer units,1988,05,Owned dwellings: property taxes,Housing,504,25892,1.9465471960451104
tenure,01,All consumer units,1989,05,Owned dwellings: property taxes,Housing,575,27810,2.067601582164689
tenure,01,All consumer units,1990,05,Owned dwellings: property taxes,Housing,597,28381,2.1035199605369788
tenure,01,All consumer units,1991,05,Owned dwellings: property taxes,Housing,789,29614,2.664280407915175
tenure,01,All consumer units,1992,05,Owned dwellings: property taxes,Housing,782,29846,2.620116598539168
tenure,01,All consumer units,1993,05,Owned dwellings: property taxes,Housing,825,30692,2.6879968721490943
tenure,01,All consumer units,1994,05,Owned dwellings: property taxes,Housing,922,31731,2.9056758375090603
tenure,01,All consumer units,1995,05,Owned dwellings: property taxes,Housing,930,32264,2.8824696255888917
tenure,01,All consumer units,1996,05,Owned dwellings: property taxes,Housing,939,33797,2.778353108264047
tenure,01,All consumer units,1997,05,Owned dwellings: property taxes,Housing,971,34819,2.788707314971711
tenure,01,All consumer units,1998,05,Owned dwellings: property taxes,Housing,1015,35535,2.8563388208808216
tenure,01,All consumer units,1999,05,Owned dwellings: property taxes,Housing,1123,36995,3.0355453439654005
tenure,01,All consumer units,2000,05,Owned dwellings: property taxes,Housing,1139,38045,2.9938231042186882
tenure,01,All consumer units,2001,05,Owned dwellings: property taxes,Housing,1233,39518,3.120097170909459
tenure,01,All consumer units,2002,05,Owned dwellings: property taxes,Housing,1242,40677,3.053322516409765
tenure,01,All consumer units,2003,05,Owned dwellings: property taxes,Housing,1344,40817,3.29274566969645
tenure,01,All consumer units,2004,05,Owned dwellings: property taxes,Housing,1391,43395,3.20543841456389
tenure,01,All consumer units,2005,05,Owned dwellings: property taxes,Housing,1541,46409,3.320476631687819
tenure,01,All consumer units,2006,05,Owned dwellings: property taxes,Housing,1649,48398,3.407165585354767
tenure,01,All consumer units,2007,05,Owned dwellings: property taxes,Housing,1709,49638,3.4429267899593055
tenure,01,All consumer units,2008,05,Owned dwellings: property taxes,Housing,1758,50486,3.4821534682882382
tenure,01,All consumer units,2009,05,Owned dwellings: property taxes,Housing,1811,49067,3.6908716652740132
tenure,01,All consumer units,2010,05,Owned dwellings: property taxes,Housing,1814,48109,3.7706042528425034
tenure,01,All consumer units,2011,05,Owned dwellings: property taxes,Housing,1845,49705,3.7119002112463533
tenure,01,All consumer units,2012,05,Owned dwellings: property taxes,Housing,1836,51442,3.5690680766688696
tenure,01,All consumer units,2013,05,Owned dwellings: property taxes,Housing,1848,51100,3.6164383561643834
tenure,01,All consumer units,2014,05,Owned dwellings: property taxes,Housing,1903,53495,3.5573418076455745
tenure,01,All consumer units,2015,05,Owned dwellings: property taxes,Housing,1913,55978,3.4174139840651683
tenure,01,All consumer units,2016,05,Owned dwellings: property taxes,Housing,1969,57311,3.4356406274537172
tenure,01,All consumer units,2017,05,Owned dwellings: property taxes,Housing,2065,60060,3.438228438228438
tenure,01,All consumer units,2018,05,Owned dwellings: property taxes,Housing,2200,61224,3.593362080229975
tenure,01,All consumer units,2019,05,Owned dwellings: property taxes,Housing,2159,63036,3.4250269687162893
tenure,01,All consumer units,2020,05,Owned dwellings: property taxes,Housing,2353,61332,3.836496445574904
tenure,01,All consumer units,2021,05,Owned dwellings: property taxes,Housing,2475,66928,3.6980038250059764
tenure,01,All consumer units,2022,05,Owned dwellings: property taxes,Housing,2570,72973,3.52185054746276
tenure,01,All consumer units,2023,05,Owned dwellings: property taxes,Housing,2666,77280,3.449792960662526
tenure,01,All consumer units,2024,05,Owned dwellings: property taxes,Housing,2738,78535,3.4863436684280895
tenure,02,Homeowners,1984,05,Owned dwellings: property taxes,Housing,672,25675,2.617332035053554
tenure,02,Homeowners,1985,05,Owned dwellings: property taxes,Housing,707,27697,2.55262302776474
tenure,02,Homeowners,1986,05,Owned dwellings: property taxes,Housing,672,28172,2.3853471532017605
tenure,02,Homeowners,1987,05,Owned dwellings: property taxes,Housing,745,28423,2.6211167012630616
tenure,02,Homeowners,1988,05,Owned dwellings: property taxes,Housing,813,30091,2.701804526270313
tenure,02,Homeowners,1989,05,Owned dwellings: property taxes,Housing,918,32433,2.8304504671168256
tenure,02,Homeowners,1990,05,Owned dwellings: property taxes,Housing,956,33272,2.873286847799952
tenure,02,Homeowners,1991,05,Owned dwellings: property taxes,Housing,1238,34531,3.5851843271263504
tenure,02,Homeowners,1992,05,Owned dwellings: property taxes,Housing,1262,35100,3.5954415954415953
tenure,02,Homeowners,1993,05,Owned dwellings: property taxes,Housing,1302,35875,3.629268292682927
tenure,02,Homeowners,1994,05,Owned dwellings: property taxes,Housing,1453,36976,3.929575941151017
tenure,02,Homeowners,1995,05,Owned dwellings: property taxes,Housing,1443,37598,3.837970104792808
tenure,02,Homeowners,1996,05,Owned dwellings: property taxes,Housing,1468,39299,3.735464006717728
tenure,02,Homeowners,1997,05,Owned dwellings: property taxes,Housing,1517,40480,3.747529644268775
tenure,02,Homeowners,1998,05,Owned dwellings: property taxes,Housing,1573,41452,3.7947505548586316
tenure,02,Homeowners,1999,05,Owned dwellings: property taxes,Housing,1717,42753,4.01609243795757
tenure,02,Homeowners,2000,05,Owned dwellings: property taxes,Housing,1723,43603,3.9515629658509734
tenure,02,Homeowners,2001,05,Owned dwellings: property taxes,Housing,1855,45399,4.085993083548096
tenure,02,Homeowners,2002,05,Owned dwellings: property taxes,Housing,1865,46908,3.9758676558369577
tenure,02,Homeowners,2003,05,Owned dwellings: property taxes,Housing,1999,47396,4.217655498354292
tenure,02,Homeowners,2004,05,Owned dwellings: property taxes,Housing,2048,50195,4.08008765813328
tenure,02,Homeowners,2005,05,Owned dwellings: property taxes,Housing,2275,54126,4.2031555998965375
tenure,02,Homeowners,2006,05,Owned dwellings: property taxes,Housing,2434,56212,4.330036291183378
tenure,02,Homeowners,2007,05,Owned dwellings: property taxes,Housing,2544,57997,4.386433781057641
tenure,02,Homeowners,2008,05,Owned dwellings: property taxes,Housing,2625,58801,4.46420979235047
tenure,02,Homeowners,2009,05,Owned dwellings: property taxes,Housing,2707,57047,4.745210089925851
tenure,02,Homeowners,2010,05,Owned dwellings: property taxes,Housing,2737,55780,4.906776622445321
tenure,02,Homeowners,2011,05,Owned dwellings: property taxes,Housing,2820,57502,4.904177246008834
tenure,02,Homeowners,2012,05,Owned dwellings: property taxes,Housing,2827,59983,4.713002017238217
tenure,02,Homeowners,2013,05,Owned dwellings: property taxes,Housing,2870,59672,4.80962595522188
tenure,02,Homeowners,2014,05,Owned dwellings: property taxes,Housing,3004,62226,4.827564040754669
tenure,02,Homeowners,2015,05,Owned dwellings: property taxes,Housing,3054,65656,4.651516997684904
tenure,02,Homeowners,2016,05,Owned dwellings: property taxes,Housing,3141,66719,4.70780437356675
tenure,02,Homeowners,2017,05,Owned dwellings: property taxes,Housing,3264,70125,4.654545454545454
tenure,02,Homeowners,2018,05,Owned dwellings: property taxes,Housing,3448,71228,4.8407929465940365
tenure,02,Homeowners,2019,05,Owned dwellings: property taxes,Housing,3370,72388,4.65546775708681
tenure,02,Homeowners,2020,05,Owned dwellings: property taxes,Housing,3563,69518,5.125291291464081
tenure,02,Homeowners,2021,05,Owned dwellings: property taxes,Housing,3811,76294,4.995150339476237
tenure,02,Homeowners,2022,05,Owned dwellings: property taxes,Housing,3924,83070,4.723726977248104
tenure,02,Homeowners,2023,05,Owned dwellings: property taxes,Housing,4079,88055,4.632332065186531
tenure,02,Homeowners,2024,05,Owned dwellings: property taxes,Housing,4208,90117,4.669485224763363
tenure,03,Homeowner with mortgage,2003,05,Owned dwellings: property taxes,Housing,2176,55419,3.926451217091611
tenure,03,Homeowner with mortgage,2004,05,Owned dwellings: property taxes,Housing,2215,57978,3.820414640035876
tenure,03,Homeowner with mortgage,2005,05,Owned dwellings: property taxes,Housing,2468,62259,3.964085513740985
tenure,03,Homeowner with mortgage,2006,05,Owned dwellings: property taxes,Housing,2656,64374,4.12588933420325
tenure,03,Homeowner with mortgage,2007,05,Owned dwellings: property taxes,Housing,2779,65282,4.256916148402316
tenure,03,Homeowner with mortgage,2008,05,Owned dwellings: property taxes,Housing,2864,66689,4.294561321957144
tenure,03,Homeowner with mortgage,2009,05,Owned dwellings: property taxes,Housing,3002,64493,4.654768734591351
tenure,03,Homeowner with mortgage,2010,05,Owned dwellings: property taxes,Housing,3008,63235,4.756859334229461
tenure,03,Homeowner with mortgage,2011,05,Owned dwellings: property taxes,Housing,3069,64852,4.732313575525812
tenure,03,Homeowner with mortgage,2012,05,Owned dwellings: property taxes,Housing,3132,68228,4.590490707627367
tenure,03,Homeowner with mortgage,2013,05,Owned dwellings: property taxes,Housing,3172,68416,4.636342376052386
tenure,03,Homeowner with mortgage,2014,05,Owned dwellings: property taxes,Housing,3213,70807,4.537686951855043
tenure,03,Homeowner with mortgage,2015,05,Owned dwellings: property taxes,Housing,3366,75486,4.459104999602575
tenure,03,Homeowner with mortgage,2016,05,Owned dwellings: property taxes,Housing,3443,76898,4.477359619235871
tenure,03,Homeowner with mortgage,2017,05,Owned dwellings: property taxes,Housing,3575,80765,4.4264223364080975
tenure,03,Homeowner with mortgage,2018,05,Owned dwellings: property taxes,Housing,3797,81718,4.646467118627475
tenure,03,Homeowner with mortgage,2019,05,Owned dwellings: property taxes,Housing,3695,82421,4.48308076825081
tenure,03,Homeowner with mortgage,2020,05,Owned dwellings: property taxes,Housing,3778,79368,4.760104828142325
tenure,03,Homeowner with mortgage,2021,05,Owned dwellings: property taxes,Housing,4115,87438,4.706191815915277
tenure,03,Homeowner with mortgage,2022,05,Owned dwellings: property taxes,Housing,4376,95607,4.57707071657933
tenure,03,Homeowner with mortgage,2023,05,Owned dwellings: property taxes,Housing,4556,101290,4.497976108204166
tenure,03,Homeowner with mortgage,2024,05,Owned dwellings: property taxes,Housing,4689,104329,4.494435871138418
tenure,04,Homeowner without mortgage,2003,05,Owned dwellings: property taxes,Housing,1724,34467,5.00188586183886
tenure,04,Homeowner without mortgage,2004,05,Owned dwellings: property taxes,Housing,1771,36936,4.794780160277236
tenure,04,Homeowner without mortgage,2005,05,Owned dwellings: property taxes,Housing,1940,39675,4.889729048519219
tenure,04,Homeowner without mortgage,2006,05,Owned dwellings: property taxes,Housing,2039,41292,4.93800251864768
tenure,04,Homeowner without mortgage,2007,05,Owned dwellings: property taxes,Housing,2108,44044,4.78612296794115
tenure,04,Homeowner without mortgage,2008,05,Owned dwellings: property taxes,Housing,2209,44545,4.959030194185655
tenure,04,Homeowner without mortgage,2009,05,Owned dwellings: property taxes,Housing,2213,44130,5.01472920915477
tenure,04,Homeowner without mortgage,2010,05,Owned dwellings: property taxes,Housing,2296,43179,5.3173996618726695
tenure,04,Homeowner without mortgage,2011,05,Owned dwellings: property taxes,Housing,2415,45300,5.33112582781457
tenure,04,Homeowner without mortgage,2012,05,Owned dwellings: property taxes,Housing,2371,47255,5.017458470003175
tenure,04,Homeowner without mortgage,2013,05,Owned dwellings: property taxes,Housing,2444,46899,5.211198533017762
tenure,04,Homeowner without mortgage,2014,05,Owned dwellings: property taxes,Housing,2713,49737,5.454691678227476
tenure,04,Homeowner without mortgage,2015,05,Owned dwellings: property taxes,Housing,2645,52198,5.067243955707116
tenure,04,Homeowner without mortgage,2016,05,Owned dwellings: property taxes,Housing,2736,52316,5.229757626729873
tenure,04,Homeowner without mortgage,2017,05,Owned dwellings: property taxes,Housing,2841,55261,5.141057888927091
tenure,04,Homeowner without mortgage,2018,05,Owned dwellings: property taxes,Housing,2956,55779,5.299485469441905
tenure,04,Homeowner without mortgage,2019,05,Owned dwellings: property taxes,Housing,2914,57898,5.032989049708108
tenure,04,Homeowner without mortgage,2020,05,Owned dwellings: property taxes,Housing,3255,55116,5.905726104942303
tenure,04,Homeowner without mortgage,2021,05,Owned dwellings: property taxes,Housing,3388,60253,5.62295653328465
tenure,04,Homeowner without mortgage,2022,05,Owned dwellings: property taxes,Housing,3289,64984,5.0612458451311095
tenure,04,Homeowner without mortgage,2023,05,Owned dwellings: property taxes,Housing,3421,69306,4.9360805702248
tenure,04,Homeowner without mortgage,2024,05,Owned dwellings: property taxes,Housing,3574,70906,5.040476123318196
tenure,05,Renters,1984,05,Owned dwellings: property taxes,Housing,5,15802,0.03164156435894191
tenure,05,Renters,1985,05,Owned dwellings: property taxes,Housing,3,16638,0.018031013342949875
tenure,05,Renters,1986,05,Owned dwellings: property taxes,Housing,3,16850,0.017804154302670624
tenure,05,Renters,1987,05,Owned dwellings: property taxes,Housing,3,17724,0.016926201760324982
tenure,05,Renters,1988,05,Owned dwellings: property taxes,Housing,3,18994,0.015794461408865958
tenure,05,Renters,1989,05,Owned dwellings: property taxes,Housing,3,20007,0.0149947518368571
tenure,05,Renters,1990,05,Owned dwellings: property taxes,Housing,2,20166,0.00991768322919766
tenure,05,Renters,1991,05,Owned dwellings: property taxes,Housing,19,21066,0.0901927276179626
tenure,05,Renters,1992,05,Owned dwellings: property taxes,Housing,16,21341,0.07497305655779954
tenure,05,Renters,1993,05,Owned dwellings: property taxes,Housing,12,21820,0.054995417048579284
tenure,05,Renters,1994,05,Owned dwellings: property taxes,Housing,13,22728,0.05719816965857093
tenure,05,Renters,1995,05,Owned dwellings: property taxes,Housing,16,22730,0.07039155301363836
tenure,05,Renters,1996,05,Owned dwellings: property taxes,Housing,16,24170,0.06619776582540339
tenure,05,Renters,1997,05,Owned dwellings: property taxes,Housing,14,24866,0.056301777527547656
tenure,05,Renters,1998,05,Owned dwellings: property taxes,Housing,12,24859,0.04827225552113922
tenure,05,Renters,1999,05,Owned dwellings: property taxes,Housing,23,26310,0.08741923223109084
tenure,05,Renters,2000,05,Owned dwellings: property taxes,Housing,19,27406,0.06932788440487485
tenure,05,Renters,2001,05,Owned dwellings: property taxes,Housing,17,28016,0.06067961165048544
tenure,05,Renters,2002,05,Owned dwellings: property taxes,Housing,12,28372,0.042295220640067674
tenure,05,Renters,2003,05,Owned dwellings: property taxes,Housing,18,27522,0.06540222367560497
tenure,05,Renters,2004,05,Owned dwellings: property taxes,Housing,15,29170,0.051422694549194375
tenure,05,Renters,2005,05,Owned dwellings: property taxes,Housing,24,30462,0.07878668505022651
tenure,05,Renters,2006,05,Owned dwellings: property taxes,Housing,29,32275,0.08985282726568551
tenure,05,Renters,2007,05,Owned dwellings: property taxes,Housing,30,32829,0.09138261902586128
tenure,05,Renters,2008,05,Owned dwellings: property taxes,Housing,39,33984,0.11475988700564972
tenure,05,Renters,2009,05,Owned dwellings: property taxes,Housing,52,33404,0.15566997964315651
tenure,05,Renters,2010,05,Owned dwellings: property taxes,Housing,52,33460,0.15540944411237298
tenure,05,Renters,2011,05,Owned dwellings: property taxes,Housing,42,35274,0.11906786868515054
tenure,05,Renters,2012,05,Owned dwellings: property taxes,Housing,53,36076,0.1469120745093691
tenure,05,Renters,2013,05,Owned dwellings: property taxes,Housing,52,36008,0.14441235281048656
tenure,05,Renters,2014,05,Owned dwellings: property taxes,Housing,54,38749,0.13935843505638856
tenure,05,Renters,2015,05,Owned dwellings: property taxes,Housing,27,39937,0.06760648020632497
tenure,05,Renters,2016,05,Owned dwellings: property taxes,Housing,24,41711,0.05753877873942126
tenure,05,Renters,2017,05,Owned dwellings: property taxes,Housing,34,43010,0.07905138339920949
tenure,05,Renters,2018,05,Owned dwellings: property taxes,Housing,30,43857,0.06840413160954922
tenure,05,Renters,2019,05,Owned dwellings: property taxes,Housing,30,46614,0.0643583472776419
tenure,05,Renters,2020,05,Owned dwellings: property taxes,Housing,26,45588,0.057032552426077035
tenure,05,Renters,2021,05,Owned dwellings: property taxes,Housing,25,49749,0.05025226637721361
tenure,05,Renters,2022,05,Owned dwellings: property taxes,Housing,44,54162,0.08123776817695062
tenure,05,Renters,2023,05,Owned dwellings: property taxes,Housing,30,57186,0.05246039240373518
tenure,05,Renters,2024,05,Owned dwellings: property taxes,Housing,18,57108,0.03151922672830427
tenure,01,All consumer units,1984,03,Alcoholic beverages,Alcohol,275,21975,1.2514220705346986
tenure,01,All consumer units,1985,03,Alcoholic beverages,Alcohol,306,23490,1.3026819923371646
tenure,01,All consumer units,1986,03,Alcoholic beverages,Alcohol,271,23866,1.1355065783960445
tenure,01,All consumer units,1987,03,Alcoholic beverages,Alcohol,289,24414,1.1837470303923978
tenure,01,All consumer units,1988,03,Alcoholic beverages,Alcohol,269,25892,1.0389309439209022
tenure,01,All consumer units,1989,03,Alcoholic beverages,Alcohol,284,27810,1.021215390147429
tenure,01,All consumer units,1990,03,Alcoholic beverages,Alcohol,293,28381,1.0323808181529897
tenure,01,All consumer units,1991,03,Alcoholic beverages,Alcohol,297,29614,1.002904031876815
tenure,01,All consumer units,1992,03,Alcoholic beverages,Alcohol,301,29846,1.0085103531461503
tenure,01,All consumer units,1993,03,Alcoholic beverages,Alcohol,268,30692,0.8731917111950998
tenure,01,All consumer units,1994,03,Alcoholic beverages,Alcohol,278,31731,0.8761148403769184
tenure,01,All consumer units,1995,03,Alcoholic beverages,Alcohol,277,32264,0.8585420282667989
tenure,01,All consumer units,1996,03,Alcoholic beverages,Alcohol,309,33797,0.9142823327514277
tenure,01,All consumer units,1997,03,Alcoholic beverages,Alcohol,309,34819,0.8874465090898648
tenure,01,All consumer units,1998,03,Alcoholic beverages,Alcohol,309,35535,0.8695652173913043
tenure,01,All consumer units,1999,03,Alcoholic beverages,Alcohol,318,36995,0.859575618326801
tenure,01,All consumer units,2000,03,Alcoholic beverages,Alcohol,372,38045,0.9777894598501774
tenure,01,All consumer units,2001,03,Alcoholic beverages,Alcohol,349,39518,0.8831418594058403
tenure,01,All consumer units,2002,03,Alcoholic beverages,Alcohol,376,40677,0.9243552867713941
tenure,01,All consumer units,2003,03,Alcoholic beverages,Alcohol,391,40817,0.9579341940857976
tenure,01,All consumer units,2004,03,Alcoholic beverages,Alcohol,459,43395,1.0577255444175597
tenure,01,All consumer units,2005,03,Alcoholic beverages,Alcohol,426,46409,0.9179254024003964
tenure,01,All consumer units,2006,03,Alcoholic beverages,Alcohol,497,48398,1.0269019380966156
tenure,01,All consumer units,2007,03,Alcoholic beverages,Alcohol,457,49638,0.9206656190821548
tenure,01,All consumer units,2008,03,Alcoholic beverages,Alcohol,444,50486,0.8794517291922513
tenure,01,All consumer units,2009,03,Alcoholic beverages,Alcohol,435,49067,0.8865428903336254
tenure,01,All consumer units,2010,03,Alcoholic beverages,Alcohol,412,48109,0.8563886175143944
tenure,01,All consumer units,2011,03,Alcoholic beverages,Alcohol,456,49705,0.9174127351373101
tenure,01,All consumer units,2012,03,Alcoholic beverages,Alcohol,451,51442,0.8767155242797714
tenure,01,All consumer units,2013,03,Alcoholic beverages,Alcohol,445,51100,0.8708414872798435
tenure,01,All consumer units,2014,03,Alcoholic beverages,Alcohol,463,53495,0.8655014487335265
tenure,01,All consumer units,2015,03,Alcoholic beverages,Alcohol,515,55978,0.9200042873986208
tenure,01,All consumer units,2016,03,Alcoholic beverages,Alcohol,484,57311,0.8445150145696289
tenure,01,All consumer units,2017,03,Alcoholic beverages,Alcohol,558,60060,0.929070929070929
tenure,01,All consumer units,2018,03,Alcoholic beverages,Alcohol,583,61224,0.9522409512609434
tenure,01,All consumer units,2019,03,Alcoholic beverages,Alcohol,579,63036,0.9185227489053874
tenure,01,All consumer units,2020,03,Alcoholic beverages,Alcohol,478,61332,0.7793647687993217
tenure,01,All consumer units,2021,03,Alcoholic beverages,Alcohol,554,66928,0.8277551996174994
tenure,01,All consumer units,2022,03,Alcoholic beverages,Alcohol,583,72973,0.7989256300275445
tenure,01,All consumer units,2023,03,Alcoholic beverages,Alcohol,637,77280,0.8242753623188406
tenure,01,All consumer units,2024,03,Alcoholic beverages,Alcohol,643,78535,0.8187432355000955
tenure,02,Homeowners,1984,03,Alcoholic beverages,Alcohol,283,25675,1.1022395326192795
tenure,02,Homeowners,1985,03,Alcoholic beverages,Alcohol,316,27697,1.1409177889302091
tenure,02,Homeowners,1986,03,Alcoholic beverages,Alcohol,273,28172,0.9690472809882152
tenure,02,Homeowners,1987,03,Alcoholic beverages,Alcohol,286,28423,1.0062273510889068
tenure,02,Homeowners,1988,03,Alcoholic beverages,Alcohol,264,30091,0.8773387391578877
tenure,02,Homeowners,1989,03,Alcoholic beverages,Alcohol,292,32433,0.9003175777757223
tenure,02,Homeowners,1990,03,Alcoholic beverages,Alcohol,293,33272,0.880620341428228
tenure,02,Homeowners,1991,03,Alcoholic beverages,Alcohol,297,34531,0.8600967246821697
tenure,02,Homeowners,1992,03,Alcoholic beverages,Alcohol,304,35100,0.8660968660968661
tenure,02,Homeowners,1993,03,Alcoholic beverages,Alcohol,280,35875,0.7804878048780488
tenure,02,Homeowners,1994,03,Alcoholic beverages,Alcohol,286,36976,0.7734746862829944
tenure,02,Homeowners,1995,03,Alcoholic beverages,Alcohol,292,37598,0.7766370551625087
tenure,02,Homeowners,1996,03,Alcoholic beverages,Alcohol,321,39299,0.8168146772182499
tenure,02,Homeowners,1997,03,Alcoholic beverages,Alcohol,324,40480,0.8003952569169961
tenure,02,Homeowners,1998,03,Alcoholic beverages,Alcohol,325,41452,0.7840393708385602
tenure,02,Homeowners,1999,03,Alcoholic beverages,Alcohol,320,42753,0.7484854863986153
tenure,02,Homeowners,2000,03,Alcoholic beverages,Alcohol,393,43603,0.9013141297617137
tenure,02,Homeowners,2001,03,Alcoholic beverages,Alcohol,361,45399,0.7951716998171766
tenure,02,Homeowners,2002,03,Alcoholic beverages,Alcohol,402,46908,0.8569966743412637
tenure,02,Homeowners,2003,03,Alcoholic beverages,Alcohol,418,47396,0.8819309646383661
tenure,02,Homeowners,2004,03,Alcoholic beverages,Alcohol,492,50195,0.9801773084968622
tenure,02,Homeowners,2005,03,Alcoholic beverages,Alcohol,463,54126,0.8554114473635591
tenure,02,Homeowners,2006,03,Alcoholic beverages,Alcohol,542,56212,0.9642069309044332
tenure,02,Homeowners,2007,03,Alcoholic beverages,Alcohol,507,57997,0.8741831474041761
tenure,02,Homeowners,2008,03,Alcoholic beverages,Alcohol,483,58801,0.8214146017924865
tenure,02,Homeowners,2009,03,Alcoholic beverages,Alcohol,477,57047,0.8361526460637719
tenure,02,Homeowners,2010,03,Alcoholic beverages,Alcohol,451,55780,0.8085335245607744
tenure,02,Homeowners,2011,03,Alcoholic beverages,Alcohol,500,57502,0.8695349726966018
tenure,02,Homeowners,2012,03,Alcoholic beverages,Alcohol,513,59983,0.8552423186569528
tenure,02,Homeowners,2013,03,Alcoholic beverages,Alcohol,497,59672,0.8328864459042767
tenure,02,Homeowners,2014,03,Alcoholic beverages,Alcohol,548,62226,0.8806608170218236
tenure,02,Homeowners,2015,03,Alcoholic beverages,Alcohol,591,65656,0.900146216644328
tenure,02,Homeowners,2016,03,Alcoholic beverages,Alcohol,551,66719,0.8258517064104678
tenure,02,Homeowners,2017,03,Alcoholic beverages,Alcohol,662,70125,0.9440285204991087
tenure,02,Homeowners,2018,03,Alcoholic beverages,Alcohol,687,71228,0.9645083394170831
tenure,02,Homeowners,2019,03,Alcoholic beverages,Alcohol,683,72388,0.9435265513621042
tenure,02,Homeowners,2020,03,Alcoholic beverages,Alcohol,573,69518,0.8242469576224862
tenure,02,Homeowners,2021,03,Alcoholic beverages,Alcohol,641,76294,0.8401709177654861
tenure,02,Homeowners,2022,03,Alcoholic beverages,Alcohol,660,83070,0.7945106536655833
tenure,02,Homeowners,2023,03,Alcoholic beverages,Alcohol,771,88055,0.875589120436091
tenure,02,Homeowners,2024,03,Alcoholic beverages,Alcohol,747,90117,0.8289224008788575
tenure,03,Homeowner with mortgage,2003,03,Alcoholic beverages,Alcohol,487,55419,0.8787599920604847
tenure,03,Homeowner with mortgage,2004,03,Alcoholic beverages,Alcohol,547,57978,0.9434613129117941
tenure,03,Homeowner with mortgage,2005,03,Alcoholic beverages,Alcohol,530,62259,0.8512825454954304
tenure,03,Homeowner with mortgage,2006,03,Alcoholic beverages,Alcohol,612,64374,0.9506943797185199
tenure,03,Homeowner with mortgage,2007,03,Alcoholic beverages,Alcohol,548,65282,0.8394350663276248
tenure,03,Homeowner with mortgage,2008,03,Alcoholic beverages,Alcohol,543,66689,0.8142272338766513
tenure,03,Homeowner with mortgage,2009,03,Alcoholic beverages,Alcohol,525,64493,0.8140418339974881
tenure,03,Homeowner with mortgage,2010,03,Alcoholic beverages,Alcohol,519,63235,0.8207480034790859
tenure,03,Homeowner with mortgage,2011,03,Alcoholic beverages,Alcohol,536,64852,0.8264972552889657
tenure,03,Homeowner with mortgage,2012,03,Alcoholic beverages,Alcohol,563,68228,0.8251744151961071
tenure,03,Homeowner with mortgage,2013,03,Alcoholic beverages,Alcohol,554,68416,0.8097521047708138
tenure,03,Homeowner with mortgage,2014,03,Alcoholic beverages,Alcohol,613,70807,0.8657336139082294
tenure,03,Homeowner with mortgage,2015,03,Alcoholic beverages,Alcohol,679,75486,0.8995045438889331
tenure,03,Homeowner with mortgage,2016,03,Alcoholic beverages,Alcohol,627,76898,0.8153658092538167
tenure,03,Homeowner with mortgage,2017,03,Alcoholic beverages,Alcohol,746,80765,0.9236674301987247
tenure,03,Homeowner with mortgage,2018,03,Alcoholic beverages,Alcohol,778,81718,0.952054626887589
tenure,03,Homeowner with mortgage,2019,03,Alcoholic beverages,Alcohol,775,82421,0.940294342461266
tenure,03,Homeowner with mortgage,2020,03,Alcoholic beverages,Alcohol,664,79368,0.8366092127809697
tenure,03,Homeowner with mortgage,2021,03,Alcoholic beverages,Alcohol,716,87438,0.8188659392941284
tenure,03,Homeowner with mortgage,2022,03,Alcoholic beverages,Alcohol,747,95607,0.7813235432552009
tenure,03,Homeowner with mortgage,2023,03,Alcoholic beverages,Alcohol,878,101290,0.8668180471912331
tenure,03,Homeowner with mortgage,2024,03,Alcoholic beverages,Alcohol,824,104329,0.7898091614028697
tenure,04,Homeowner without mortgage,2003,03,Alcoholic beverages,Alcohol,284,34467,0.8239765572866801
tenure,04,Homeowner without mortgage,2004,03,Alcoholic beverages,Alcohol,386,36936,1.0450508988520684
tenure,04,Homeowner without mortgage,2005,03,Alcoholic beverages,Alcohol,323,39675,0.81411468178954
tenure,04,Homeowner without mortgage,2006,03,Alcoholic beverages,Alcohol,386,41292,0.9348057735154509
tenure,04,Homeowner without mortgage,2007,03,Alcoholic beverages,Alcohol,415,44044,0.94223957860321494
tenure,04,Homeowner without mortgage,2008,03,Alcoholic beverages,Alcohol,353,44545,0.7924570658884275
tenure,04,Homeowner without mortgage,2009,03,Alcoholic beverages,Alcohol,370,44130,0.8384319057330614
tenure,04,Homeowner without mortgage,2010,03,Alcoholic beverages,Alcohol,305,43179,0.7063618888811691
tenure,04,Homeowner without mortgage,2011,03,Alcoholic beverages,Alcohol,427,45300,0.9426048565121413
tenure,04,Homeowner without mortgage,2012,03,Alcoholic beverages,Alcohol,417,47255,0.8824463019786266
tenure,04,Homeowner without mortgage,2013,03,Alcoholic beverages,Alcohol,390,46899,0.831574233992196
tenure,04,Homeowner without mortgage,2014,03,Alcoholic beverages,Alcohol,423,49737,0.8504734905603474
tenure,04,Homeowner without mortgage,2015,03,Alcoholic beverages,Alcohol,431,52198,0.8257021341813863
tenure,04,Homeowner without mortgage,2016,03,Alcoholic beverages,Alcohol,417,52316,0.7970792874072942
tenure,04,Homeowner without mortgage,2017,03,Alcoholic beverages,Alcohol,522,55261,0.9446083132769946
