basket,group,from,to,cum_pct,annualized
pm_oer_all_in,all_cu,2020-12-01,2026-07-01,27.95117834874521,4.516403945038827
pm_oer_all_in,families_kids,2020-12-01,2026-07-01,27.82221848811879,4.497517053909328
pm_oer_all_in,single_other,2020-12-01,2026-07-01,28.328058941014355,4.571510800558531
pm_oer_all_in,married_kids,2020-12-01,2026-07-01,27.721320409121564,4.482729058876744
pm_oer_all_in,single_parent,2020-12-01,2026-07-01,28.641512700117744,4.617242397463683
pm_oer_all_in,married_nokids,2020-12-01,2026-07-01,27.589766079401556,4.4634335625527655
pm_oer_all_in,all_cu,2013-12-01,2026-07-01,42.32978357233239,2.8454928567313242
pm_oer_all_in,families_kids,2013-12-01,2026-07-01,41.386628754086566,2.7911546449859825
pm_oer_all_in,single_other,2013-12-01,2026-07-01,43.87284550149522,2.933683000669096
pm_oer_all_in,married_kids,2013-12-01,2026-07-01,41.2570550326049,2.7836634293024964
pm_oer_all_in,single_parent,2013-12-01,2026-07-01,42.423840823523506,2.8508936108908367
pm_oer_all_in,married_nokids,2013-12-01,2026-07-01,41.857606580871256,2.818330776431366
