year,cat_id,cat_label,major,families_kids,single_other,gap_pp
1992,09,Natural gas,Utilities,0.8124740715069696,0.9371933267909716,-0.12471925528400196
1993,09,Natural gas,Utilities,0.8369808314944422,1.083944976425412,-0.24696414493096985
1994,09,Natural gas,Utilities,0.8360957193750083,1.006588579795022,-0.17049286042001377
1995,09,Natural gas,Utilities,0.7644259719539309,0.9264232008592912,-0.16199722890536028
1996,09,Natural gas,Utilities,0.8214296439732763,0.9886519944979368,-0.1672223505246605
1997,09,Natural gas,Utilities,0.8166269717396926,0.97682119205298,-0.16019422031328745
1998,09,Natural gas,Utilities,0.7658071522278546,0.87921883230015,-0.1134116800722954
1999,09,Natural gas,Utilities,0.6844694198476383,0.8128507838203987,-0.12838136397276034
2000,09,Natural gas,Utilities,0.7719019879257216,0.8859900467501131,-0.11408805882439144
2001,09,Natural gas,Utilities,0.9892848785774412,1.1246553475547816,-0.1353704689773404
2002,09,Natural gas,Utilities,0.7686182963874547,0.883781045865791,-0.11516274947833627
2003,09,Natural gas,Utilities,0.919053358250958,1.0944845157354577,-0.17543115748449967
2004,09,Natural gas,Utilities,0.9511223472572548,1.0769486455044042,-0.12582629824714942
2005,09,Natural gas,Utilities,0.9488838758957252,1.1348506942243073,-0.18596681832858208
2006,09,Natural gas,Utilities,1.0196823128799282,1.1530429155513722,-0.133360602671444
2007,09,Natural gas,Utilities,0.9191896940653786,1.079743888242142,-0.1605541941767633
2008,09,Natural gas,Utilities,1.0044461597489354,1.131016497533874,-0.12657033778493854
2009,09,Natural gas,Utilities,0.940600942656755,1.0885341074020318,-0.14793316474527685
2010,09,Natural gas,Utilities,0.8750768827909862,1.024049200777465,-0.14897231798647892
2011,09,Natural gas,Utilities,0.8013723639889667,0.9297376011649724,-0.12836523717600568
2012,09,Natural gas,Utilities,0.6789420482058558,0.7662093383491922,-0.08726729014333645
2013,09,Natural gas,Utilities,0.7420652454984619,0.8355624189945675,-0.09349717349610565
2014,09,Natural gas,Utilities,0.7772926566417301,0.8780772495755518,-0.10078459293382169
2015,09,Natural gas,Utilities,0.6999382410697219,0.8612046582174349,-0.16126641714771295
2016,09,Natural gas,Utilities,0.5841251106730716,0.6883757262119806,-0.10425061553890902
2017,09,Natural gas,Utilities,0.5969783637098237,0.7112409598160832,-0.11426259610625944
2018,09,Natural gas,Utilities,0.650537483335192,0.7541727741264362,-0.10363529079124423
2019,09,Natural gas,Utilities,0.6039471351462533,0.7539718158154565,-0.15002468066920316
2020,09,Natural gas,Utilities,0.6285363496009311,0.7464016755046566,-0.11786532590372556
2021,09,Natural gas,Utilities,0.6077019900692897,0.7337656938554918,-0.12606370378620213
2022,09,Natural gas,Utilities,0.6890699905167552,0.8050415970180798,-0.11597160650132454
2023,09,Natural gas,Utilities,0.6786052750344953,0.745210005566629,-0.06660473053213367
2024,09,Natural gas,Utilities,0.5852072963070336,0.6874370438439924,-0.10222974753695879
1988,10,Electricity,Utilities,2.753846696744322,2.7185115035374072,0.035335193206914806
1989,10,Electricity,Utilities,2.680826119101391,2.666736522240268,0.014089596861122988
1990,10,Electricity,Utilities,2.6048092345385014,2.744872932213119,-0.14006369767461768
1991,10,Electricity,Utilities,2.6875784701475394,2.742385028867211,-0.05480655871967155
1992,10,Electricity,Utilities,2.5400759467219247,2.7674190382728163,-0.2273430915508916
1993,10,Electricity,Utilities,2.6251885328701356,2.87755796432217,-0.2523694314520344
1994,10,Electricity,Utilities,2.705924567829302,2.7589677891654465,-0.0530432213361447
1995,10,Electricity,Utilities,2.6002704504930754,2.8508771929824563,-0.250606742489381
1996,10,Electricity,Utilities,2.622293718574656,2.828404401650619,-0.2061106830759627
1997,10,Electricity,Utilities,2.536834413212173,2.744205298013245,-0.20737088480107202
1998,10,Electricity,Utilities,2.4897876491033277,2.6984319922207365,-0.20864434311740876
1999,10,Electricity,Utilities,2.3241158154888977,2.5701567640797367,-0.24604094859083903
2000,10,Electricity,Utilities,2.2509020264961497,2.5335545166641533,-0.28265249016800365
2001,10,Electricity,Utilities,2.4232714309178696,2.771731243651139,-0.34845981273326965
2002,10,Electricity,Utilities,2.29098454262243,2.5640129947252595,-0.27302845210282944
2003,10,Electricity,Utilities,2.426012979416951,2.720063157139269,-0.2940501777223177
2004,10,Electricity,Utilities,2.3859505099090916,2.582682399867043,-0.19673188995795154
2005,10,Electricity,Utilities,2.3419875062614373,2.7737272554365053,-0.4317397491750681
2006,10,Electricity,Utilities,2.510658494885346,2.782598464570403,-0.2719399696850573
2007,10,Electricity,Utilities,2.5435415747615893,2.8114086146682187,-0.2678670399066294
2008,10,Electricity,Utilities,2.5700419202361617,2.8828164861953627,-0.31277456595920095
2009,10,Electricity,Utilities,2.692468650436184,3.0537010159651667,-0.36123236552898286
2010,10,Electricity,Utilities,2.756842119114032,3.1823851933509326,-0.4255430742369004
2011,10,Electricity,Utilities,2.6992888930487737,3.100058808703688,-0.4007699156549145
2012,10,Electricity,Utilities,2.502488860556458,3.012281478203142,-0.509792617646684
2013,10,Electricity,Utilities,2.628772098985627,3.0940628188511705,-0.4652907198655436
2014,10,Electricity,Utilities,2.5654396523454057,3.1143887945670627,-0.548949142221657
2015,10,Electricity,Utilities,2.3604328975225912,2.9203835574179284,-0.5599506598953372
2016,10,Electricity,Utilities,2.3204858106802497,2.78523653761656,-0.46475072693631025
2017,10,Electricity,Utilities,2.1710874914324756,2.696489295464342,-0.5254018040318664
2018,10,Electricity,Utilities,2.243543373022183,2.7968225448011728,-0.5532791717789896
2019,10,Electricity,Utilities,2.0917760466178077,2.6299255004039135,-0.5381494537861058
2020,10,Electricity,Utilities,2.2373304574023853,2.751659908203734,-0.5143294508013487
2021,10,Electricity,Utilities,2.0753482695032965,2.6191070092292343,-0.5437587397259378
2022,10,Electricity,Utilities,2.093793685574242,2.591888101139354,-0.49809441556511214
2023,10,Electricity,Utilities,2.0812887803714464,2.5893803084989853,-0.5080915281275389
2024,10,Electricity,Utilities,2.122026648169476,2.6295792319790765,-0.5075525838096007
1988,11,Fuel oil and other fuels,Utilities,0.3358243956248439,0.3732382597069801,-0.037413864082136206
1989,11,Fuel oil and other fuels,Utilities,0.31970849096654463,0.387698433488762,-0.06798994252221735
1990,11,Fuel oil and other fuels,Utilities,0.3412813918442961,0.34441371392788184,-0.0031323220835857146
1991,11,Fuel oil and other fuels,Utilities,0.2954633861002023,0.35835158271949036,-0.06288819661928807
1992,11,Fuel oil and other fuels,Utilities,0.2447015655625495,0.3778213935230618,-0.13311982796051233
1993,11,Fuel oil and other fuels,Utilities,0.2684222121281552,0.3645554853448695,-0.09613327321671428
1994,11,Fuel oil and other fuels,Utilities,0.2631393474577198,0.3568814055636896,-0.0937420581059698
1995,11,Fuel oil and other fuels,Utilities,0.21387850745378428,0.3132832080200501,-0.09940470056626582
1996,11,Fuel oil and other fuels,Utilities,0.30062471866241053,0.31378954607977994,-0.013164827417369407
1997,11,Fuel oil and other fuels,Utilities,0.2966023847053958,0.31043046357615894,-0.01382807887076315
1998,11,Fuel oil and other fuels,Utilities,0.21804631346607756,0.24715368096916657,-0.02910736750308901
1999,11,Fuel oil and other fuels,Utilities,0.17577857044340237,0.20127733694600347,-0.025498766502601106
2000,11,Fuel oil and other fuels,Utilities,0.2161751575225806,0.28653295128939826,-0.07035779376681767
2001,11,Fuel oil and other fuels,Utilities,0.25419351424334635,0.28297779712668697,-0.028784282883340617
2002,11,Fuel oil and other fuels,Utilities,0.1829034960489284,0.23753798861214936,-0.05463449256322098
2003,11,Fuel oil and other fuels,Utilities,0.24729107736430636,0.27631248430042704,-0.02902140693612068
2004,11,Fuel oil and other fuels,Utilities,0.2409376927116425,0.28253282366627885,-0.04159513095463635
2005,11,Fuel oil and other fuels,Utilities,0.26988261293576,0.31699740062131493,-0.04711478768555494
2006,11,Fuel oil and other fuels,Utilities,0.24747111848276004,0.31179221696032,-0.06432109847755996
2007,11,Fuel oil and other fuels,Utilities,0.25068260486407334,0.3521536670547148,-0.10147106219064145
2008,11,Fuel oil and other fuels,Utilities,0.27476857780311287,0.4138556607517433,-0.13908708294863042
2009,11,Fuel oil and other fuels,Utilities,0.23666256883539716,0.28156748911465895,-0.044904920279261795
2010,11,Fuel oil and other fuels,Utilities,0.2296036827513955,0.3249107945809521,-0.09530711182955662
2011,11,Fuel oil and other fuels,Utilities,0.25420214798440133,0.34445097874485425,-0.09024883076045292
2012,11,Fuel oil and other fuels,Utilities,0.21605456032541925,0.28214206682894444,-0.06608750650352518
2013,11,Fuel oil and other fuels,Utilities,0.24135634445871984,0.30333949204423244,-0.0619831475855126
2014,11,Fuel oil and other fuels,Utilities,0.22160425315634727,0.3024193548387097,-0.08081510168236242
2015,11,Fuel oil and other fuels,Utilities,0.15464693516732325,0.2313684156405049,-0.07672148047318164
2016,11,Fuel oil and other fuels,Utilities,0.11245879894529656,0.15622711516867646,-0.0437683162233799
2017,11,Fuel oil and other fuels,Utilities,0.13262651038512943,0.17242205086450502,-0.039795540479375585
2018,11,Fuel oil and other fuels,Utilities,0.16122569691264474,0.2127760177786184,-0.051550320865973664
2019,11,Fuel oil and other fuels,Utilities,0.1341785115034901,0.2019567363791401,-0.06777822487565
2020,11,Fuel oil and other fuels,Utilities,0.1405992879933908,0.1982977585669088,-0.057698470573517985
2021,11,Fuel oil and other fuels,Utilities,0.14928055045846397,0.16421385216595993,-0.01493330170749596
2022,11,Fuel oil and other fuels,Utilities,0.16984978076839738,0.19021269237420024,-0.020362911605802864
2023,11,Fuel oil and other fuels,Utilities,0.14713607884742605,0.18675142308175763,-0.03961534423433158
2024,11,Fuel oil and other fuels,Utilities,0.13205899100249063,0.16434870199869228,-0.03228971099620165
1988,12,Telephone services,Utilities,1.877458527356909,2.5569606150075206,-0.6795020876506115
1989,12,Telephone services,Utilities,1.855331266328138,2.4781264735160056,-0.6227952071878675
1990,12,Telephone services,Utilities,1.8852929005048464,2.6144131920889215,-0.7291202915840751
1991,12,Telephone services,Utilities,1.8673024724940503,2.5930718694007564,-0.725769396906706
1992,12,Telephone services,Utilities,1.8242208751657367,2.6545632973503435,-0.8303424221846067
1993,12,Telephone services,Utilities,1.9259787148318437,2.6782676323336414,-0.7522889175017977
1994,12,Telephone services,Utilities,1.9972303619534608,2.667459736456808,-0.6702293745033472
1995,12,Telephone services,Utilities,1.989992696216508,2.649480844969567,-0.6594881487530588
1996,12,Telephone services,Utilities,2.105773586921592,2.7983149931224207,-0.6925414062008288
1997,12,Telephone services,Utilities,2.2053291812359657,2.7690397350993377,-0.563710553863372
1998,12,Telephone services,Utilities,2.190623683862579,2.710587091284794,-0.5199634074222148
1999,12,Telephone services,Utilities,2.1515256608648508,2.6707954325527385,-0.5192697716878878
2000,12,Telephone services,Utilities,2.154486541579112,2.669280651485447,-0.5147941099063349
2001,12,Telephone services,Utilities,2.1784254696640306,2.6701494703236106,-0.49172400065958
2002,12,Telephone services,Utilities,2.230543951934433,2.6478499318824884,-0.4173059799480554
2003,12,Telephone services,Utilities,2.2709974175167615,2.644705206875516,-0.37370778935875437
2004,12,Telephone services,Utilities,2.237906426565016,2.5394714974239654,-0.30156507085894946
2005,12,Telephone services,Utilities,2.145118487098246,2.5898687630761428,-0.44475027597789696
2006,12,Telephone services,Utilities,2.233071839727512,2.4590405035738447,-0.22596866384633252
2007,12,Telephone services,Utilities,2.1940960567270267,2.520372526193248,-0.32627646946622146
2008,12,Telephone services,Utilities,2.203326550714774,2.457622314190147,-0.2542957634753731
2009,12,Telephone services,Utilities,2.3409317790615884,2.632801161103048,-0.2918693820414595
2010,12,Telephone services,Utilities,2.4160866914851304,2.6515041629195557,-0.23541747143442526
2011,12,Telephone services,Utilities,2.4377012589295317,2.626788764737181,-0.18908750580764933
2012,12,Telephone services,Utilities,2.386735085553247,2.613963266209338,-0.22722818065609118
2013,12,Telephone services,Utilities,2.521916425415128,2.5673551553925487,-0.0454387299774206
2014,12,Telephone services,Utilities,2.4813124697573263,2.586481324278438,-0.10516885452111158
2015,12,Telephone services,Utilities,2.398347651857134,2.5167742101339368,-0.11842655827680293
2016,12,Telephone services,Utilities,2.521347518342484,2.575306351608651,-0.053958833266166906
2017,12,Telephone services,Utilities,2.2707517894151175,2.3492504430288808,-0.07849865361376329
2018,12,Telephone services,Utilities,2.2907161085474796,2.4020048229230695,-0.11128871437558985
2019,12,Telephone services,Utilities,2.208526347216517,2.3202585046225654,-0.11173215740604858
2020,12,Telephone services,Utilities,2.307439110820097,2.4219063321598857,-0.1144672213397886
2021,12,Telephone services,Utilities,2.0936705138437808,2.1576452980793217,-0.06397478423554093
2022,12,Telephone services,Utilities,1.9513987032233084,2.0443061079408995,-0.09290740471759107
2023,12,Telephone services,Utilities,1.78370330304207,1.8675142308175765,-0.08381092777550658
2024,12,Telephone services,Utilities,1.807294707931256,1.9598140915758036,-0.15251938364454753
1988,13,Water and other public services,Utilities,0.6804329163457838,0.5737841902958053,0.10664872604997855
1989,13,Water and other public services,Utilities,0.6763615140604778,0.5920259862733798,0.08433552778709807
1990,13,Water and other public services,Utilities,0.6934851770676708,0.6314251422011168,0.06206003486655398
1991,13,Water and other public services,Utilities,0.755410739743941,0.6669321122834959,0.0884786274604451
1992,13,Water and other public services,Utilities,0.7347560849011449,0.7654563297350343,-0.030700244833889445
1993,13,Water and other public services,Utilities,0.7803775874410576,0.7728576289311233,0.007519958509934255
1994,13,Water and other public services,Utilities,0.7934363539944737,0.8006954612005857,-0.007259107206112003
1995,13,Water and other public services,Utilities,0.7818615414675564,0.7966344432509846,-0.014772901783428272
1996,13,Water and other public services,Utilities,0.7929922620183509,0.7608321870701513,0.03216007494819961
1997,13,Water and other public services,Utilities,0.8197696564871325,0.7988410596026491,0.020928596884483452
1998,13,Water and other public services,Utilities,0.8191630387720124,0.7293059438434423,0.08985709492857008
1999,13,Water and other public services,Utilities,0.7744026971370946,0.7276949874201665,0.04670770971692817
2000,13,Water and other public services,Utilities,0.7598606373979406,0.7464937415171166,0.01336689588082407
2001,13,Water and other public services,Utilities,0.7800617312590923,0.7945145842403134,-0.01445285298122112
2002,13,Water and other public services,Utilities,0.7768443316498902,0.7999441087085618,-0.02309977705867161
2003,13,Water and other public services,Utilities,0.7790045573704378,0.8038181361466968,-0.024813578776259004
2004,13,Water and other public services,Utilities,0.74415356129923,0.7379092571048695,0.006244304194360506
2005,13,Water and other public services,Utilities,0.7387350999627202,0.8463830596589108,-0.10764795969619056
2006,13,Water and other public services,Utilities,0.8015386905831188,0.826543518545754,-0.025004827962635257
2007,13,Water and other public services,Utilities,0.8483749866660809,0.9022118742724098,-0.053836887606328876
2008,13,Water and other public services,Utilities,0.8603458892418374,0.892907761210953,-0.03256187196911564
2009,13,Water and other public services,Utilities,0.9365100301985844,1.0449927431059507,-0.10848271290736633
2010,13,Water and other public services,Utilities,0.9618093771027604,1.070465028574744,-0.10865565147198353
2011,13,Water and other public services,Utilities,0.9493682466531548,1.0501554230026044,-0.10078717634944967
2012,13,Water and other public services,Utilities,0.9553333038403784,1.0843106882053553,-0.12897738436497685
2013,13,Water and other public services,Utilities,0.98862329678826,1.025839009458677,-0.0372157126704169
2014,13,Water and other public services,Utilities,0.9453413901063042,1.0584677419354838,-0.11312635182917952
2015,13,Water and other public services,Utilities,0.9209073374571778,1.005167227949305,-0.08425989049212712
2016,13,Water and other public services,Utilities,0.9679202138215112,0.9959478592003124,-0.028027645378801203
2017,13,Water and other public services,Utilities,0.9418002210677494,1.0010057952967095,-0.05920557422896011
2018,13,Water and other public services,Utilities,0.968982960697202,1.056787554967138,-0.08780459426993592
2019,13,Water and other public services,Utilities,0.9279546036493748,1.1085180863477246,-0.18056348269834988
2020,13,Water and other public services,Utilities,1.0516907219962464,1.136312998529477,-0.08462227653323073
2021,13,Water and other public services,Utilities,0.9547266415539784,1.0871372744657852,-0.13241063291180688
2022,13,Water and other public services,Utilities,0.966221425830028,1.041366457240571,-0.07514503141054296
2023,13,Water and other public services,Utilities,0.9357971857913632,1.079207743001311,-0.14341055720994778
2024,13,Water and other public services,Utilities,0.997144794556324,1.0885892519483271,-0.09144445739200313
1988,14,Personal services (childcare proxy),Household ops,1.2054535138608002,0.30638961617737176,0.8990638976834284
1989,14,Personal services (childcare proxy),Household ops,1.4287512271884288,0.35102425734793313,1.0777269698404957
1990,14,Personal services (childcare proxy),Household ops,1.4231871377305363,0.33397693471794604,1.0892102030125903
1991,14,Personal services (childcare proxy),Household ops,1.237051082868331,0.30858052956400556,0.9284705533043254
1992,14,Personal services (childcare proxy),Household ops,1.3687522798587477,0.5299313052011776,0.8388209746575701
1993,14,Personal services (childcare proxy),Household ops,1.296168282303797,0.4277451028046469,0.8684231794991502
1994,14,Personal services (childcare proxy),Household ops,1.414532989672336,0.2974011713030747,1.1171318183692613
1995,14,Personal services (childcare proxy),Household ops,1.3882261016965285,0.42069459362692446,0.9675315080696041
1996,14,Personal services (childcare proxy),Household ops,1.3547042563988048,0.4169532324621733,0.9377510239366315
1997,14,Personal services (childcare proxy),Household ops,1.365053585260417,0.3973509933774834,0.9677025918829336
1998,14,Personal services (childcare proxy),Household ops,1.2978533236817098,0.4213767675539889,0.8764765561277209
1999,14,Personal services (childcare proxy),Household ops,1.4047145133826278,0.7083413973292045,0.6963731160534232
2000,14,Personal services (childcare proxy),Household ops,1.464237506485096,0.569295732167094,0.8949417743180021
2001,14,Personal services (childcare proxy),Household ops,1.3376791867163789,0.39544333188216513,0.9422358548342138
2002,14,Personal services (childcare proxy),Household ops,1.401545015141996,0.5135012400880288,0.8880437750539671
2003,14,Personal services (childcare proxy),Household ops,1.2918968285691523,0.44497075393835,0.8469260746308023
2004,14,Personal services (childcare proxy),Household ops,1.261479287659063,0.4454046867209573,0.8160746009381057
2005,14,Personal services (childcare proxy),Household ops,1.29810368132314,0.33918721866480694,0.958916462658333
2006,14,Personal services (childcare proxy),Household ops,1.6604146896542118,0.27649498485160456,1.3839197048026073
2007,14,Personal services (childcare proxy),Household ops,1.574849054982158,0.4394644935972061,1.135384561384952
2008,14,Personal services (childcare proxy),Household ops,1.3921507228163803,0.45920970576563297,0.9329410170507473
2009,14,Personal services (childcare proxy),Household ops,1.5513164865213116,0.432510885341074,1.1188056011802376
2010,14,Personal services (childcare proxy),Household ops,1.4690535517998764,0.31330683763163236,1.155746714168244
2011,14,Personal services (childcare proxy),Household ops,1.4742787281471643,0.5544820633453751,0.9197966648017892
2012,14,Personal services (childcare proxy),Household ops,1.3966924570730292,0.3429962381057756,1.0536962189672536
2013,14,Personal services (childcare proxy),Household ops,1.4935251207169122,0.3364310729945123,1.1570940477223999
2014,14,Personal services (childcare proxy),Household ops,1.4241141625917315,0.2997665534804754,1.124347609111256
2015,14,Personal services (childcare proxy),Household ops,1.5965058815572362,0.30077894033265634,1.2957269412245798
2016,14,Personal services (childcare proxy),Household ops,1.6691209979266393,0.3978909339452229,1.2712300639814162
2017,14,Personal services (childcare proxy),Household ops,1.5442222102038283,0.3472388524354615,1.1969833577683668
2018,14,Personal services (childcare proxy),Household ops,1.6409269832329003,0.3546266962976973,1.286300286935203
2019,14,Personal services (childcare proxy),Household ops,1.645189428948124,0.3523023067947222,1.2928871221534017
2020,14,Personal services (childcare proxy),Household ops,1.2227318401094405,0.23617485851789136,0.9865569815915491
2021,14,Personal services (childcare proxy),Household ops,1.2224503801551447,0.20994429200964496,1.0125060881454997
2022,14,Personal services (childcare proxy),Household ops,1.489482383173658,0.29588641035986707,1.193595972813791
2023,14,Personal services (childcare proxy),Household ops,1.5183186922073737,0.32142793011187126,1.1968907620955025
2024,14,Personal services (childcare proxy),Household ops,1.4842457468983845,0.2915864067718734,1.192659340126511
1988,15,Other household expenses,Household ops,0.7552597654614386,0.8244666035318367,-0.06920683807039807
1989,15,Other household expenses,Household ops,0.7546537284567232,0.8435060512390632,-0.08885232278234001
1990,15,Other household expenses,Household ops,0.6387309516619758,0.8819078432395763,-0.24317689157760047
1991,15,Other household expenses,Household ops,0.7049216460404326,0.7714513239100139,-0.0665296778695813
1992,15,Other household expenses,Household ops,0.7533127774603605,0.8488714425907753,-0.09555866513041478
1993,15,Other household expenses,Household ops,0.6350962561087778,0.9089583434598746,-0.27386208735109674
1994,15,Other household expenses,Household ops,0.6496018696122827,0.8739019033674963,-0.22430003375521357
1995,15,Other household expenses,Household ops,0.6585250647985698,0.8145363408521303,-0.15601127605356058
1996,15,Other household expenses,Household ops,0.6180918757383549,0.842503438789546,-0.22441156305119114
1997,15,Other household expenses,Household ops,0.6890068139276274,0.8899006622516556,-0.20089384832402823
1998,15,Other household expenses,Household ops,0.6625216610653082,0.8630120335480734,-0.20049037248276524
1999,15,Other household expenses,Household ops,0.8292231693813676,0.9754209405844784,-0.14619777120311073
2000,15,Other household expenses,Household ops,0.8596234524714985,0.935002262102247,-0.0753788096307485
2001,15,Other household expenses,Household ops,0.9758573846907148,0.979538528515455,-0.003681143824740163
2002,15,Other household expenses,Household ops,0.8395667799851911,0.9501519544485976,-0.11058517446340643
2003,15,Other household expenses,Household ops,0.9995283409968012,0.9796533534287868,0.019874987568014424
2004,15,Other household expenses,Household ops,0.8992405874119116,1.0769486455044042,-0.17770805809249257
2005,15,Other household expenses,Household ops,0.8751125164797822,1.0904710581373234,-0.2153585416575412
2006,15,Other household expenses,Household ops,0.9748275887004556,1.208930199723505,-0.2341026110230493
2007,15,Other household expenses,Household ops,1.0306786252274849,1.1554132712456344,-0.12473464601814954
2008,15,Other household expenses,Household ops,1.0782759064025689,1.30109416633596,-0.22281825993339122
2009,15,Other household expenses,Household ops,1.1319986205917372,1.335268505079826,-0.20326988448808891
2010,15,Other household expenses,Household ops,1.2664727567529306,1.4214847262916654,-0.15501196953873486
2011,15,Other household expenses,Household ops,1.2871536031629889,1.5626312694278752,-0.27547766626488635
2012,15,Other household expenses,Household ops,1.403264146070596,1.662425315335251,-0.25916116926465516
2013,15,Other household expenses,Household ops,1.3834644926349495,1.5828806221217218,-0.19941612948677223
2014,15,Other household expenses,Household ops,1.3463200635084511,1.61820882852292,-0.2718887650144688
2015,15,Other household expenses,Household ops,1.4494507722602743,1.624720429831101,-0.1752696575708268
2016,15,Other household expenses,Household ops,1.4638855520862548,1.684323585412293,-0.22043803332603829
2017,15,Other household expenses,Household ops,1.4167388653999984,1.712246755112793,-0.2955078897127945
2018,15,Other household expenses,Household ops,1.5150095258976404,1.7896827273157123,-0.27467320141807194
2019,15,Other household expenses,Household ops,1.4883489648888215,1.822098554887353,-0.33374958999853144
2020,15,Other household expenses,Household ops,1.5536166211814595,2.0297669444320663,-0.4761503232506068
2021,15,Other household expenses,Household ops,1.636314333862193,2.039161885757047,-0.4028475518948538
2022,15,Other household expenses,Household ops,1.6661291592103158,1.9847445578035237,-0.31861539859320787
2023,15,Other household expenses,Household ops,1.5898866898832376,2.0255346657329096,-0.4356479758496721
2024,15,Other household expenses,Household ops,1.5385518477394169,1.9209359040062208,-0.38238405626680394
1988,16,Housekeeping supplies,Household ops,1.428093151596496,1.2645535067684253,0.16353964482807082
1989,16,Housekeeping supplies,Household ops,1.42154194342306,1.1735736365065228,0.24796830691653726
1990,16,Housekeeping supplies,Household ops,1.4580599919455548,1.2106663883525544,0.24739360359300044
1991,16,Housekeeping supplies,Household ops,1.413131411477978,1.2840931714115071,0.1290382400664709
1992,16,Housekeeping supplies,Household ops,1.4185704628966969,1.324828263002944,0.09374219989375288
1993,16,Housekeeping supplies,Household ops,1.351601509830049,1.234627910367958,0.11697359946209085
1994,16,Housekeeping supplies,Household ops,1.218667588200635,1.1438506588579795,0.07481692934265549
1995,16,Housekeeping supplies,Household ops,1.2867978425604922,1.1904761904761905,0.09632165208430177
1996,16,Housekeeping supplies,Household ops,1.4167482232145712,1.1433975240715268,0.27335069914304433
1997,16,Housekeeping supplies,Household ops,1.33054946023029,1.1216887417218544,0.20886071850843568
1998,16,Housekeeping supplies,Household ops,1.247748527468169,1.2155099064057373,0.032238621062431694
1999,16,Housekeeping supplies,Household ops,1.4049955219696155,1.199922585639636,0.20507293632997947
2000,16,Housekeeping supplies,Household ops,1.3078285991410268,1.1197406122756748,0.188087986865352
2001,16,Housekeeping supplies,Household ops,1.28344158259474,1.1282832680307648,0.15515831456397522
2002,16,Housekeeping supplies,Household ops,1.2186227846296251,1.131798651622594,0.08682413300703118
2003,16,Housekeeping supplies,Household ops,1.2572435121066754,1.2487888900850468,0.00845462202162861
2004,16,Housekeeping supplies,Household ops,1.347662169481867,1.3195944823001495,0.02806768718171737
2005,16,Housekeeping supplies,Household ops,1.3051138748277362,1.2299499144107018,0.07516396041703444
2006,16,Housekeeping supplies,Household ops,1.3362724463262596,1.1883401476600877,0.14793229866617197
2007,16,Housekeeping supplies,Household ops,1.1611040830240238,1.1263096623981377,0.03479442062588611
2008,16,Housekeeping supplies,Household ops,1.3584166403779934,1.1480242644140823,0.21039237596391103
2009,16,Housekeeping supplies,Household ops,1.2805402116224651,1.1901306240928882,0.09040958752957695
2010,16,Housekeeping supplies,Household ops,1.2278251278244094,1.23001943662789,-0.0021943088034805935
2011,16,Housekeeping supplies,Household ops,1.2118096008032384,1.1621720014562156,0.04963759934702283
2012,16,Housekeeping supplies,Household ops,1.18174123796083,1.1258021686213764,0.055939069339453695
2013,16,Housekeeping supplies,Household ops,1.197919431367701,1.2299037586520696,-0.03198432728436851
2014,16,Housekeeping supplies,Household ops,1.176487254872482,1.0664261460101867,0.11006110886229536
2015,16,Housekeeping supplies,Household ops,1.0938589672461712,1.0951438340317232,-0.0012848667855520635
2016,16,Housekeeping supplies,Household ops,1.0704164419759616,1.118000292925841,-0.04758385094987938
2017,16,Housekeeping supplies,Household ops,1.2014858976520653,1.2811916279515303,-0.07970573029946504
2018,16,Housekeeping supplies,Household ops,1.1501017336267227,1.2790202846470282,-0.12891855102030547
2019,16,Housekeeping supplies,Household ops,1.14497838327007,1.135445651198277,0.00953273207179306
2020,16,Housekeeping supplies,Household ops,1.3869765147721598,1.245488168976427,0.14148834579573277
2021,16,Housekeeping supplies,Household ops,1.1558547651778228,1.1973060613619355,-0.041451296184112696
2022,16,Housekeeping supplies,Household ops,0.9847651591935486,1.1009280073779468,-0.11616284818439826
2023,16,Housekeeping supplies,Household ops,1.0401283183358785,1.0127673328664548,0.02736098546942367
2024,16,Housekeeping supplies,Household ops,1.0459258325997869,1.0850548712601835,-0.03912903866039663
1988,17,Household furnishings and equipment,Household ops,4.2529047493740055,3.353573617068687,0.8993311323053184
1989,17,Household furnishings and equipment,Household ops,3.825484692973459,3.4421333892177923,0.3833513037556666
1990,17,Household furnishings and equipment,Household ops,4.095267857829485,3.078849866931065,1.0164179908984203
1991,17,Household furnishings and equipment,Household ops,4.013244088848704,3.5835158271949035,0.4297282616538003
1992,17,Household furnishings and equipment,Household ops,3.7663118426161786,3.5181550539744846,0.248156788641694
1993,17,Household furnishings and equipment,Household ops,4.1474790039168346,3.193506051621057,0.9539729522957776
1994,17,Household furnishings and equipment,Household ops,4.282916772578206,3.5962664714494874,0.6866503011287186
1995,17,Household furnishings and equipment,Household ops,4.128161625446818,3.7459720730397423,0.38218955240707597
1996,17,Household furnishings and equipment,Household ops,3.758219291177208,3.546251719394773,0.2119675717824352
1997,17,Household furnishings and equipment,Household ops,3.9662290529609514,3.812086092715232,0.1541429602457196
1998,17,Household furnishings and equipment,Household ops,4.115005902764402,4.331266966492444,-0.21626106372804177
1999,17,Household furnishings and equipment,Household ops,3.98166550740227,3.758467195664796,0.22319831173747406
2000,17,Household furnishings and equipment,Household ops,4.234933657601769,3.638214447293018,0.5967192103087515
2001,17,Household furnishings and equipment,Household ops,3.684598797770807,3.130895370773473,0.553703426997334
2002,17,Household furnishings and equipment,Household ops,3.727958033945456,3.2312152862682084,0.49674274767724746
