basket,price_update,mean_gap,mean_abs_gap,cum_gap_since_2019
ex_shelter,full,-0.026283664325122587,0.1137214366628476,0.004955045783439971
ex_shelter,pivot,-0.024709544612564166,0.11247370843261952,0.06212447259466103
ex_shelter,none,-0.020764357985255832,0.11178200433886727,0.09833330909972204
pm_ex_shelter,full,-0.045830215022244776,0.09535648611233709,-0.4122743951440633
pm_ex_shelter,pivot,-0.04379280123444117,0.09344942204249702,-0.3497269985434315
pm_ex_shelter,none,-0.043868609337438656,0.09282333151822668,-0.3613253289894267
pm_oer_all_in,full,-0.15336533495196686,0.2625713970456526,-0.6860906945186152
pm_oer_all_in,pivot,-0.15071208310513956,0.26440444878039915,-0.6107091114381689
pm_oer_all_in,none,-0.1472834592862631,0.2557165091873199,-0.6056028849255952
